asin,categories,description,reviewerID,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A1O528BRAV0216,AZ Reader,"[0, 0]","It's a good thing Ms. Crusie has written so prolifically, since this bundle has made me an instant addict. I can't remember ever chuckling aloud so much while reading anything. Loved the characters, including secondary ones, and zipped through the plots, often asking myself, &#34;How's she going to write her way out of this?&#34; She did, of course, write her way out every time with wit and often tongue in cheek. My kind of escapist-lit candy. Yum!",5.0,Most reading fun I've had in ages,1389830400,"01 16, 2014"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A2B4NREI4UFAIL,Babu's Bookshelf,"[0, 0]",I can't get enough of Jennifer Crusie! This bundle is a a great value and I enjoyed that all 4 stories were intertwined. I can't wait to read more of Jennifer's books!!,5.0,Love it!,1350864000,"10 22, 2012"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A26L2952AL5T8J,"Booklover848 ""Booklover848""","[0, 1]","These four books are some of Crusie's earlier books so they are shorter than most of her newer novels and the plotlines are not quite as well developed but her trademark humor and loveable characters are present in spades! These books are all great summer reads and at $10 for the set this is a steal!I think ""Getting Rid of Bradley"" is by far the best of the four followed by ""Strange Bedpersons"" and ""Charlie All Night"". ""What the Lady Wants"" is the weakest of the four in my opinion but it is still very readable.Enjoy!",5.0,These books are all funny and very light!,1341360000,"07 4, 2012"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,AUQIKXJAWMOK5,Desert Rat,"[10, 17]","First of all, I guess this is a chick book (excuse the non-PC comment), but it was enough of a bargain that I thought I'd try a Kindle sample. The first chapter or so was funny enough and an interesting plot so that I bought the full book. Certainly could not read it right through, but when I finished the first one, it was enjoyable enough. I read a couple other books, then went back and read the next, and so forth.She is funny and writes very well, and had clever plots, but the formula was far too predictable to make me want to read any more.The last book got very tiresome with the two lead characters having sex, fighting, having more sex on and on and on, without the plot developing very much at all. And, I was fascinated at how many of the characters kept ""snorting"" every time somebody made a funny crack. It began to seem like a large pig farm.Anyhow, amusing books but you have to be an aficionado to keep reading her stuff. I guess I ain't one. Snort.",3.0,"amusing, but not that great",1250208000,"08 14, 2009"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A1CCWA0S276RJ7,DonnaB,"[0, 0]",I really like Jennifer Crusie's writing and have enjoyed several of her books.  Her sense of humor is wonderful and refreshing.,5.0,A fun read.,1359072000,"01 25, 2013"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,AL8EC1PLCMSU8,Laura Walsh,"[0, 0]",I am always thrilled with Jennifer Crusoe' s books. She writesa great book. I have loved them all. I always look forward to her new books.,5.0,Four great stories,1361232000,"02 19, 2013"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A3AWZ258YQURW9,"Nicki M. Pegan ""npegan""","[0, 0]","Very good stories. Four stories. Great characters. Great story lines. Cruise gives you light reading, if that's your style. Enjoy.",5.0,Very good stories.,1379289600,"09 16, 2013"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,AP9U6W4BF3Q4U,Sally,"[0, 0]","I discovered Jennifer Crusie 'late' and really enjoy her books. As these are backlist books its a bit of a trip down a nineties memory lane (where they have to use pay phones to make calls and use newspaper clippings for research!). That said the plots are great, you want to believe in the characters and the romance is spot on.",5.0,What you'd expect from this author,1368576000,"05 15, 2013"
B000UHAFGM,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A2E9HDZXQORZLA,"Tracy ""One Good Book Deserves Another""","[14, 19]","Contained in this Jennifer Cruise bundle:Getting Rid Of Bradley- 1.5 StarsLucy Savage just got divorced. Her newly ex-husband didn't even bother showing up for the final signing. Her controlling, though well-intentioned, sister is ready to remove body parts off the man, but Lucy is feeling more confused than heartbroken. She wants answers for why her husband was making time with a blond bimbo in their house. Over lunch, she tries to explain to her sister that she's okay but ready to take control over her own life...as soon as she gets answers from Bradley for why he did what he did.Across the restaurant, two cops working on an embezzlement case overhear Lucy talking about Bradley and officer Zack Warren realizes that the tip he and his partner got to show up at this dive to nab Bradley the embezzler just went live. He confronts Lucy as she's leaving the restaurant...and then bullets are flying and he's getting beat up by the woman who's life he just saved.Lucy feels nothing but empowered as she realizes she's successfully defended herself against a mugging and takes off after the police show up to grab the wretched scruffy guy in leather who put his hands on her. She feels so empowered, in fact, she decides to dye her hair. Blond was a mistake, so she tries for brunette. Just as she's realizing that the attempted dye job left her hair dead and...well...green...the doorbell rings and the thug she'd beat up is standing there...with his policeman's shield in hand. Oops.Today Lucy got divorced, shot at, manhandled, dyed her hair green, and beat up a cop. She isn't having a good day.What started out as a sort of loony but amusing premise was quickly strained by an anorexic plot that pushed beyond the boundaries of plausibility or credulity and by characters that lacked more than superficial development. Zack is the Peter Pan who equates committed relationships with death and Lucy is the pushover who is so intent on remaking herself she's willfully blind to common sense.Though I prefer more three dimensional characters and found Zack's abrupt about-face on relationships as soon as he spends time with Lucy a bit hard to swallow, I honestly liked him. He's pretty uncomplicated and generally a nice guy - and any male who still wants a woman with ugly green hair is worth something. His character and his reaction to things is where all the humor in this book lays for me. I didn't find him believable, and he's pretty two dimensional, but I did generally enjoy him.What really turned me off this book was Lucy. I found her character to be so irredeemable - between her lack of common sense and worse, lack of intelligence, her absurdly obtuse reactions even after things started blowing up, and her apparent lack of self preservation, I couldn't figure out for the life of me how Zack could even tolerate her, let alone love her. I actually found her distasteful as a character and difficult to read when paired with Zack.Unfortunately, for a book like this to work for me, I have to like both leads. I so disliked Lucy that what would have been a silly and unrealistic but entertaining light romantic comedy, Getting Rid of Bradley, was ruined for me.Strange Bedpersons- 3 StarsOriginally published in 1994, there's little about this quirky romance about the ladder-climbing yuppie Republican lawyer Nick and the hippie, commune-raised, militant-feminist liberal Tess that doesn't feel almost painfully dated. That being said, Crusie pens a fast-paced plot that delves more deeply than I'd anticipated into the potential disaster of a relationship between two people who love each other, but who are so different they will never see eye to eye.Nick, despite his career-loving little heart, is a fun character who is actually pretty forgiving and able to compromise, though he does have a rather vanilla predilection for sex in bed. He's pretty darn forgiving of some pretty radical behavior and recognizes before Tess does that some compromise is in order, yet he still manages to mess up a little as he presses his own sense of fashion off onto the bohemian Tess and tries to wear down some of her rougher edges before he realizes that he's got to decide to accept her as is or lose her. I found Tess harder to like, though I did respect her commitment to her values. Still, her uncompromising attitude and selfish judgments of those who don't share her militant views were off-putting through most of the book.Strange Bedpersons started abruptly, too abruptly, with Nick banging on Tess' door and Tess closing it in his face, the two of them obviously already sharing a history. It took a little while to get the story on their history, so the opening of the book seemed jarring and left me feeling like I missed something. It made it hard to get into and I had to struggle a bit to 'catch up.' That did subside a bit as the story progressed, though the other issues - the dated feeling and my issues with Tess - didn't. Still, I can't argue Crusie's ability to nail witty, fast-moving dialogue and touch on human truisms with humor and intelligence. I just wish that prior to republication, this story had gone through a bit of a brush up to make it more socially and culturally timely and not quite so anachronistic to contemporary romance.What the Lady Wants- 4 StarsMitchell Peatwick Kincaid is a stockbroker, but a fondness for Sam Spade and a mild feeling of discontent with his job convinced him to get a private investigator license, and about a year ago, a bet with his boss and some friends - and a lot of alcohol - goaded him into leaving his prosperous career with his prestigious firm, putting the stuff from his monied life into storage, and taking on private detecting as a career under the name Mitchell Peatwick. And if he can get his private investigation firm into the black in a year, he'll win that $10,000 bet.Twelve months of private investigating, however, taught Mitch two things: everybody lies, and real life private investigation work doesn't resemble anything remotely similar to Sam Spade's life. Until SHE walked in.SHE is Mae Belle Sullivan and she's looking for a PI who isn't all that bright so she can lie to him. Not for kicks, but to get help finding answers following the death of her uncle. Answers that will save Mae from financial ruin and explain what her reprehensible old fart of a relative was doing with all the art and keepsakes that have been disappearing from his house for the past few months. An overheard conversation pointed her in the direction of her uncle's journal, but it's been missing since he died and Mae's starting to get frantic to find it. So she lies. And she uses her feminine wiles. And she pays Mitch Peatwick just about everything in her bank account to investigate the murder of her uncle. Who was in his seventies, had a heart condition and a twenty-five year old mistress, and died in her bed. Mae's fairly certain it wasn't murder.Mitch knows he's being lied to by the delicious-looking Mae Belle, but her retainer pushes him into the black and secures his bet...and anything is better than trailing cheating spouses, so he takes her case. There are just a couple of problems for them both. Mitch isn't anywhere near as slow as Mae had hoped, and as more and more clues start to pile up, her uncle's death starts to look more and more like an actual murder - even to Mae.With a quirky cast of primary and secondary characters and a twisting, rollicking plot that includes suspense, mystery, romance, and comedy, What the Lady Wants delivers a lot of charm and a few good hours of light entertainment. Originally published in 1995, the story is a little worn around the edges and has a bit of a dated patina to it, but not so much that it detracts from the story as in some of Crusie's books. It's more like a faint scent on the air than a bat upside the head. Noticeable, but not painful.Mitch is a fun character, and quicker than he looks. Which is probably a good thing. I'm dating myself here, but he reminded me a lot of Magnum PI or Rick Simon from Simon & Simon - a bit cynical about life, a bit sloppy on the outside but sharp and thorough when he needed to be. Mae was endearing. Intelligent and kind, with a streak of independence a mile wide and a determination that is formidable. She's a bit stubborn when she needs to be, but not so cold as to be unappealing as a person. She cares about the people she loves and takes on the responsibility of caring for them, as needed. Together they made a good couple, and their banter was one of the high points of the book.Crusie excels at quickly paced plots with quirky characters and a lot of witty, intelligent, and sarcastic banter. It's what keeps me coming back to her when I want or need some brain candy. I'd love to see this story get a bit of a modernized polish to clear away the dated patina, but even as it stands, I liked it quite a bit.Charlie All Night- 3.5 StarsWhen you're the go-to girl at the radio station and you're producing the number one drive time show in the area, you've got a lot of responsibility and your future is looking bright. When the talent of that show dumps you, then two months later fires you from the show, you're bright future starts to look more like flames from a crash and burn. Allie McGuffey is feeling the heat from those flames after her radio personality ex-boyfriend Mark dumps her as producer and the station puts her on a new overnight time slot. Pushed from drive time to overnight is humiliating. Pushed there by her ex-boyfriend with his supercilious attitude and delusions of competency is even worse.Putting on a good face just leads to another crisis as a mad dash to the nearest bar/restaurant with her ex hot on her heels forces Allie into uncharted waters. She picks up the first non-suit wearing male she can find and desperately tries to act like she's perfectly okay while her insides are still quaking. Though the rugged man she clings to is obviously surprised by her blatant come on, he doesn't sell her out, which makes him a hero in Allie's book.Charlie Tenniel is a bit of a bounce around. He doesn't stay in one place too long, doesn't limit himself to doing one thing for his life, either. His wanderlust is a constant disappointment for his socially formidable father. His brother, radio personality Ten Tenniel, was more the man his father wanted him to be, but look where that got him - a drug habit and escape from prosecution courtesy of their father's connections. Charlie wasn't going to go out like that. He was, however, going to take the job his father wanted him to take as a favor to the station owner, an old family friend. An anonymous tip claims knowledge of a drug ring opperating from the station and Charlie's been conscripted to chase down the responsible party. He just wants to fly under the radar for the six weeks or so he plans to stay in town, so having Allie pressed up against him is just fine, but when he realizes she's his new producer and intends to make him a star, he's just as adamant that she doesn't.His position would probably be a lot stronger if he could just stay out of her bed.While the premise of Charlie All Night is a bit of a stretch and the actions of Allie and Charlie seem more than a little irresponsible both sexually and professionally, I can't argue that the story itself is light, fun entertainment with plenty of endearing moments. I enjoyed the banter and romantic development between Allie and Charlie. Crusie does banter and endearing really well and it's definitely in evidence here. There's not much to the plot, though, and with an original publication date of 1996, there's a dated feel to both the technology and equipment described in the station and a definite pre-Monica Lewinsky air of sexual permissiveness in the work place that didn't translate well for me.So long as you don't take the book too seriously, or expect much in the way of depth of plot or character, there's still a lot of entertainment to be had from the story of Charlie and Allie, two people who won't be poster children for sexual harassment litigation any time soon, but who still managed to make me chuckle.Originally reviewed by title for One Good Book Deserves Another.",3.0,Humor But Little 'Contemporary' Romance,1283644800,"09 5, 2010"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A3MJGFD9608I5U,abby,"[0, 0]","Just finished the second book &#8220;View To Kill&#8221; in this very sensational storyline, what can you say about characters that are so well written that they grab you from the beginning and not let go even after the story is finished.  This story maybe short but it is a joy to read, to devour and not want the story to end, the character of Sachin was terrific, he saved her, watched her as she matured into a fantastic women, and how he loves her, he definitely has a wonderful match in Paige, a perfect pair.",5.0,Wonderful read!!,1403395200,"06 22, 2014"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A3CX9D0Q6RDUC1,Annette Judd,"[0, 0]","Mandy M Roth is quickly taking over the reign of paranormal romance with the series she has going here. Starts with King of Prey, then this one, A View to a Kill and then Master of the Hunt and then Rise of the King, so far. Using Birds of Prey as a paranormal romance genre character is a bit to try to introduce and sell your readers on. However, due to the past novels I have read of Mandy M Roth and her other identity, Michelle M Pillow, I was willing to try this new series out. I must admit that if given a hot and heated romance situation, I don't usually look to falcons or hawks as my imaginary lead, but when I realized that they don't fully shift like a Lycan does, it was easier to picture the warriors of this novel series as Sexy Warriors. Mandy M Roth has her Immortal Ops series in a boxed intro set of Novels 1-4, it would be great to introduce this new series in like manner to get a new audience introduced to Birds of Prey romance series",4.0,Easy fun quick and Sexy reads in this new paranormal romance series,1404000000,"06 29, 2014"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A1UD1TKX2K0MCD,BookAngelRV,"[1, 1]","This was a great follow up to King of Prey. The main character in this is the right hand man of the King of Hawks. Sachin meets his mate when she is to young to claim but he continues to visit her as she grows up. After mistakes are made and trust is lost Sachin must figure out what he wants and how to hang on to it.I liked how this book went with a different approach to how the main characters meet and their relationship progresses. There was no instant love with them flying off into the sunset. It was a more real love with a undeniable passion between the two that is common in the paranormal romances. I enjoyed following both characters and learning about them, their pasts and their futures.Again I love this series and so far out of all the books this one was my favorite. I definitely recommend this to fans of Paranormal Romance or shifter stories.*I received this book for free from the author in exchange for an honest review.*",5.0,Unique bird shifter series,1361664000,"02 24, 2013"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A3D93XLVDK7EUO,Carol Watkins,"[1, 1]",Like this series. Found it simple but worth  the read. Glad the two of them ended up happy. Love this book .,4.0,Good,1401580800,"06 1, 2014"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",AMQW7OMT6SAXJ,Jodi M Moore,"[1, 1]",Mandy Roth does it again. As always this is a fantastic series of books. I love the characters and the storyline. Definitely a must read book for lovers of paranormal/shifter romance.,5.0,Another hit,1389916800,"01 17, 2014"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A1FBW433YPQYRC,Kim,"[1, 1]",Great series so far. The second book is as wonderful as the first. The caricatures are wonderfully funny and endearing. Definitely worth the read. These books are short but you really get to know the caricatures.,5.0,Wonderful read,1401408000,"05 30, 2014"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A1UIGXOII412LJ,lo83,"[0, 0]",Oook so the story line itself is really good but way way to short it almost feels like it's fast forwarded and really rushed. Soo I hope the next installment is longer than this. I liked it just wish there were more meat to this one...,3.0,Oook so the story line itself is really good but way way to short it almost feels like ...,1404864000,"07 9, 2014"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A3N10I9K95D911,Melba,"[0, 0]","Too expensive for the 80 pages.  no book 70 page book is worth $2.66.  the author should make longer book, you can't develop a good story with just a couple of chapters.",3.0,Too expensive for the 80 pages.  no book 70 page book is worth $2.66.,1386633600,"12 10, 2013"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",AV0WASU4N2PGD,Ronda Tutt,"[1, 1]",Hot & Fun Read!Once again Mandy Roth has me smiling from ear to ear with her talented and creative writing. This second installment in the Talon's series is so cute as we find out why Sachin holds so many secrets that even his King doesn't know about.  The story kept me glued to the pages and I could clearly visualize every scene as it produced such excitement from the drama foretold.The characters Sachin and Paige were perfect for each other and had me smiling and laughing at their playfulness.  The erotic scenes were absolutely thrilling getting me all excited with arousal as I read the in public (Side of building in Town) sex scene between Sachin and Paige - so freakn' HOT.Sachin and Paige's HEA was perfect and had me laughing in the end as this strong tough guy (Sachin) faints when Paige goes into Labor and then faints again when just mentioning his daughters growing up to date.  LOL  This was truly a cute story.You know this is an awesome read when I am craving for more in the end.  This is one series I highly recommend for your hungry minds sexual quick fix and your need for exciting drama.AWESOME READ!,4.0,Hot & Fun Read!,1329436800,"02 17, 2012"
B000UMZMME,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Paranormal'], ['Kindle Store', 'Kindle Short Reads', 'Two hours or more (65-100 pages)', 'Romance'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Paranormal']]","King of Prey SeriesKing of PreyASIN: B0012JSB9AA View to a KillASIN: B000UMZMMEMaster of the HuntASIN: B005WKFWREIf you enjoyed King of Prey Series by Mandy M Roth, please tryProject Exorcism,Immortal Ops,Sacred PlacesorGypsy Nightsall by Mandy as well.",A28VGN6IJA6ZUO,"Teresa Tio ""sometimes fluff is important""","[5, 6]","I had been looking for this story since it's Book two in King of Prey series. I also seem to be going through a Mandy M. Roth faze. I had purchased book one in paper form as part of an anthologyTalonsthen I purchased her story in Kindle versionKing of Prey: a Talons story... Then I decided to look for Book 2 and happily found it.This one is not as good as the 1st one, but I enjoy Ms. Roth's writing and enjoyed this one too.",4.0,Enjoyed This,1279929600,"07 24, 2010"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A267XHVX6ZLMIE,"Amazon Customer ""Booklover3""","[2, 2]","This book was very good, but I wish it had more of an insight of what happened to Lance, Gabe and Evan after the island. How they managed their lives together. But all in all this was a good book. I recommend reading it if you are in the mood for a hot menage!",4.0,Good,1243900800,"06 2, 2009"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,AA1B1QB7BFAWZ,Amazon Customer,"[0, 0]",Annmarie is great at story telling and they are very exciting but sometimes these stories really have no end and it leaves me unsatisfied. I liked this story but I not sure I understood it.  Felt like a tidbit instead of large morsel.,4.0,AnnMarie Mckenna can tell some stories,1376006400,"08 9, 2013"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A3F07ILXBN36LD,Edie O.,"[0, 0]","WOW! This is a major league book of hotness!  I love reading about the bisexual men as much as the menage, etc.  Two men who can pleasure each other AND admit a female??  I'm so there!  At $2,  it was a great way to introduce this author to me.  DEFINATELY purchasing more by Ms. McKenna.  Brava!",5.0,Hotter than HOT!,1306800000,"05 31, 2011"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,AYXF652QNDWYM,"Jennifer B. Graham ""Jennifer""","[3, 3]",This is a pretty hot/fun menage story. I love both male leads. Just the right amount of aggressiveness when having to men to contend with. I thought it was a fun read and fast moving. It was a quick feel good story and not a serious storyline to it. I would recommend it for an in between book when trying to decide on something more intense to read.,3.0,Quick fun read!,1266624000,"02 20, 2010"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,AJMKMTV1D2TFM,Joanne Stewart,"[0, 0]","I do agree that I would like to have spent more time with these characters. I was very bummed when it just ended, and i do agree it could have used more depth. But I really loved these characters. For what they were, in the length given, they popped. Book reads very much like a brilliant fantasy. Like all her stories so far, the story has a sweet quality to it, but very hot. I thoroughly enjoyed it for what it was and look forward to more from this author.",4.0,Another great story,1300320000,"03 17, 2011"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A1G2GYX8B4OH8W,loulouc,"[0, 0]","I own this book in paperback- and spent more than what the on line/download price that's for sure. And what they are asking for now is about how much I think it's probably worth.It's not one I re-read. The stories go by so quick, there's no time to get involved in the characters or feel for them at all. The one story I halfway got into- the honeymoon/castaway story- I ended up wondering how things work out for them- wished it was it's own book.",2.0,nothing memorable,1330905600,"03 5, 2012"
B000UMZMK6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]",0,A21TSBBTF0DMG5,Reader Lady,"[0, 0]","This story had some very steamy sex scenes, but not very much character development. This could have easily been a much better story with more time spent on the relationship between the main characters. I like a bit more romance with the sex personally, but nonetheless, I enjoyed it and plan to read more by this author.",3.0,Ending too abrupt!,1337472000,"05 20, 2012"
B000UMZMP6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","&#x22;Shelli Stevens pens a fun, fast paced, emotionally packed, intense,
story into few pages and does so with a flourish...I highly recommend
Trust and Dare to anyone.&#x22;--Twolips Reviews&#x22;The emotions run hot, and the sex is even hotter. Bring the fans and
the ice water, girls; Shelli Stevens is giving you quite the treat with
Trust and Dare.&#x22;--Fallen Angel Reviews&#x22;Underneath this spicy tale is a fantastic and highly humorous story
that will keep the reader hot and bothered as well as laughing out loud
with this couples sexy shenanigans.&#x22;&#xa0;--The Romance Studio",A2OCNIJDB6427H,deborah huegel,"[0, 0]",Not much to say but Very Hot! Good story! Quick read and worth every minute! Very very good!!! Highly recommend!,5.0,WOW!!,1388188800,"12 28, 2013"
B000UMZMP6,"[['Books', 'Literature & Fiction'], ['Books', 'Romance', 'Contemporary'], ['Kindle Store', 'Kindle eBooks', 'Romance', 'Contemporary']]","&#x22;Shelli Stevens pens a fun, fast paced, emotionally packed, intense,
story into few pages and does so with a flourish...I highly recommend
Trust and Dare to anyone.&#x22;--Twolips Reviews&#x22;The emotions run hot, and the sex is even hotter. Bring the fans and
the ice water, girls; Shelli Stevens is giving you quite the treat with
Trust and Dare.&#x22;--Fallen Angel Reviews&#x22;Underneath this spicy tale is a fantastic and highly humorous story
that will keep the reader hot and bothered as well as laughing out loud
with this couples sexy shenanigans.&#x22;&#xa0;--The Romance Studio",A2TZDW14PLBJ4T,D. K. Kortz,"[2, 3]",not well-written... no plot. characters cliched. and the whole fat/chubby thing could have been SO well written... and bad descriptives just made the issue icky instead of luscious and REAL. save your money...,2.0,"shallow, shallow",1283212800,"08 31, 2010"
